INSTNM,STABBR,CONTROL,COMPL_RPY_1YR_RT,PCTPELL,COSTT4_A,MD_EARN_WNE_P10,GRAD_DEBT_MDN,COMPL_RPY_3YR_RT,UGDS,PREDDEG,repayment_risk
Otis College of Art and Design,CA,2,0.701183432,0.3363,75861.0,58152.0,27000.0,0.7544378698,1223.0,3,0
Hope International University,CA,2,0.6083916084,0.4426,51784.0,49697.0,23000.0,0.6447368421,564.0,3,0
Concorde Career College-San Diego,CA,3,0.4054669704,0.7021,,39169.0,9500.0,0.4338153504,147.0,1,0
Pacific Oaks College,CA,2,0.4368932039,0.5665,,52485.0,29105.0,0.504587156,312.0,3,0
Pacific Union College,CA,2,0.6476510067,0.34,49404.0,70484.0,27500.0,0.7368421053,805.0,3,0
University of the Pacific,CA,2,0.7303921569,0.3612,71515.0,78445.0,19500.0,0.7924528302,3204.0,3,0
Palomar College,CA,1,0.48,0.1826,14360.0,42300.0,,0.4912280702,17712.0,1,0
Pasadena City College,CA,1,0.4905660377,0.3112,13677.0,43937.0,6651.0,0.5084745763,21466.0,2,0
Pepperdine University,CA,2,0.7460136674,0.2025,93512.0,82939.0,23510.0,0.7781420765,3553.0,3,0
Pitzer College,CA,2,0.8429319372,0.1055,86466.0,69512.0,16750.0,0.8736842105,1227.0,3,0
Point Loma Nazarene University,CA,2,0.8206785137,0.2144,60488.0,63998.0,22990.0,0.846737481,3188.0,3,0
Professional Institute of Beauty,CA,3,0.6571428571,0.5507,,16886.0,3001.0,0.6538461538,93.0,1,0
Santa Ana College,CA,1,0.5591397849,0.1598,12375.0,43552.0,6871.0,0.6326530612,22485.0,1,0
University of Redlands,CA,2,0.7141057935,0.3645,76630.0,72690.0,26000.0,0.7556346382,2049.0,3,0
College of the Redwoods,CA,1,0.4923076923,0.3775,15504.0,36243.0,8080.0,0.5588235294,3829.0,2,0
Salon Success Academy-Upland,CA,3,0.4433497537,0.5491,,26956.0,7177.0,0.5119617225,254.0,1,0
Salon Success Academy-Corona,CA,3,0.412462908,0.5562,,22412.0,7177.0,0.4761904762,196.0,1,0
Rio Hondo College,CA,1,0.575,0.2617,21391.0,44950.0,5500.0,0.6585365854,15684.0,2,0
Riverside City College,CA,1,0.5072463768,0.3426,16911.0,41091.0,8000.0,0.5913461538,18346.0,2,0
Sacramento City College,CA,1,0.45,0.2596,15767.0,42214.0,10500.0,0.5517241379,17657.0,2,0
Saddleback College,CA,1,0.5789473684,0.1523,13939.0,50874.0,9500.0,0.6506024096,17684.0,2,0
Samuel Merritt University,CA,2,0.7868852459,0.1835,,143238.0,20825.0,0.9338842975,718.0,3,0
San Diego City College,CA,1,0.376344086,0.2314,21202.0,38503.0,7689.0,0.4952380952,10441.0,2,1
San Diego Mesa College,CA,1,0.537037037,0.1567,19371.0,45120.0,4725.0,0.6101694915,16098.0,2,0
San Diego State University,CA,1,0.6716178242,0.3174,27780.0,64909.0,15000.0,0.7221256039,35377.0,3,0
University of San Diego,CA,2,0.7896613191,0.2092,78720.0,86522.0,22940.0,0.8493031359,5671.0,3,0
San Francisco State University,CA,1,0.6691478439,0.4222,26488.0,68077.0,15371.0,0.7218063872,18639.0,3,0
University of San Francisco,CA,2,0.7167832168,0.2796,80141.0,89812.0,23000.0,0.7815699659,5287.0,3,0
San Joaquin Delta College,CA,1,0.3969072165,0.2522,9965.0,43212.0,7500.0,0.4455445545,15781.0,2,1
San Joaquin Valley College-Visalia,CA,3,0.3000723066,0.5331,,38317.0,10674.0,0.3603716277,2207.0,1,1
San Joaquin Valley College-Bakersfield,CA,3,0.3000723066,0.6216,,38317.0,10674.0,0.3603716277,798.0,1,1
William Jessup University,CA,2,0.66,0.3172,53703.0,56257.0,23700.0,0.7149758454,1294.0,3,0
San Jose State University,CA,1,0.7792243767,0.3524,26593.0,78988.0,15000.0,0.8345864662,27601.0,3,0
College of San Mateo,CA,1,0.6857142857,0.1089,10837.0,54172.0,14695.0,,7977.0,2,0
Santa Barbara City College,CA,1,0.585106383,0.1788,20394.0,47647.0,11000.0,0.6417112299,9889.0,2,0
Santa Clara University,CA,2,0.8875305623,0.1127,82026.0,109183.0,19162.0,0.9023809524,6552.0,3,0
Santa Monica College,CA,1,0.4301075269,0.2563,11162.0,42193.0,6450.0,0.5333333333,21440.0,2,0
Santa Rosa Junior College,CA,1,0.6307053942,0.1686,15974.0,47224.0,9500.0,0.7090163934,15080.0,1,0
College of the Sequoias,CA,1,0.6530612245,0.3539,9145.0,39092.0,4500.0,0.6601941748,11562.0,2,0
Shasta College,CA,1,0.641025641,0.3553,13915.0,39269.0,14250.0,0.7179487179,6128.0,2,0
Trinity Law School,CA,2,0.5939393939,,,46989.0,26082.0,0.6723163842,,4,0
Simpson University,CA,2,0.6732026144,0.4411,54688.0,54340.0,18750.0,0.7169811321,809.0,3,0
College of the Siskiyous,CA,1,0.4534883721,0.3182,17725.0,39098.0,10750.0,0.5376344086,1190.0,2,0
Charles A Jones Career and Education Center,CA,1,0.6035502959,0.4789,,41047.0,5512.0,0.6804733728,91.0,1,0
Skyline College,CA,1,0.5172413793,0.0991,11880.0,55702.0,,0.5714285714,7620.0,2,0
Saint Mary's College of California,CA,2,0.8113496933,0.2671,77659.0,78812.0,23691.0,0.8426470588,1947.0,3,0
Solano Community College,CA,1,0.3488372093,0.2286,13143.0,44170.0,12000.0,0.5681818182,8061.0,2,1
Sonoma State University,CA,1,0.7203898051,0.3592,24648.0,65986.0,16705.0,0.7492857143,5166.0,3,0
South Coast College,CA,3,0.4042553191,0.5602,18982.0,44897.0,20938.0,0.4755244755,306.0,1,1
Vanguard University of Southern California,CA,2,0.6468468468,0.4378,52665.0,59541.0,22000.0,0.7069846678,1933.0,3,0
Concorde Career College-Garden Grove,CA,3,0.4514767932,0.6597,,45711.0,13000.0,0.518172378,214.0,1,0
Southwestern College,CA,1,0.5,0.3582,22104.0,40060.0,4500.0,0.5428571429,18614.0,2,0
Southern California Institute of Architecture,CA,2,0.537037037,0.2134,71612.0,71909.0,,0.6296296296,236.0,3,0
University of Southern California,CA,2,0.8065967016,0.2224,90300.0,92498.0,18000.0,0.8394308943,20443.0,3,0
UEI College-Huntington Park,CA,3,0.2392897866,0.7734,,31141.0,9500.0,0.2699100835,1079.0,1,1
Concorde Career College-San Bernardino,CA,3,0.3484848485,0.781,,39993.0,9500.0,0.4103072349,222.0,1,1
Concorde Career College-North Hollywood,CA,3,0.477243173,0.6836,,50552.0,9500.0,0.5076923077,158.0,1,0
Ventura College,CA,1,0.4955752212,0.2622,9306.0,43430.0,13876.0,0.5867768595,10150.0,2,0
Bridges Beauty College,CA,3,0.4732142857,0.566,,17287.0,,0.4867256637,98.0,1,0
Victor Valley College,CA,1,0.2844036697,0.5598,8974.0,36119.0,,0.4297520661,4210.0,1,1
Walden University,MN,3,0.4351329573,0.5518,35358.0,42810.0,20834.0,0.4856060606,9136.0,3,0
Coalinga College,CA,1,0.3797468354,0.1991,19272.0,37633.0,6750.0,0.5256410256,2522.0,1,1
West Los Angeles College,CA,1,0.3777777778,0.2096,17336.0,38537.0,13500.0,0.387755102,7284.0,2,1
Carrington College-Sacramento,CA,3,0.395157385,0.5737,,39633.0,11537.0,0.4541557514,2168.0,1,1
Westmont College,CA,2,0.8321167883,0.2003,71150.0,64778.0,23250.0,0.8631578947,1302.0,3,0
Whittier College,CA,2,0.6837209302,0.3391,63664.0,59492.0,24937.0,0.7312072893,764.0,3,0
Woodbury University,CA,2,0.64,0.4618,58010.0,65668.0,26960.0,0.7401574803,779.0,3,0
Yuba College,CA,1,0.5,0.3025,11496.0,39552.0,,0.4,4779.0,2,0
Adams State University,CO,1,0.5862068966,0.378,24352.0,44372.0,19500.0,0.6034482759,1250.0,3,0
Aims Community College,CO,1,0.4699646643,0.1494,16657.0,41887.0,6844.0,0.5459183673,3635.0,1,0
Arapahoe Community College,CO,1,0.5831903945,0.0991,18332.0,48341.0,11884.0,0.6217532468,5383.0,1,0
Bel-Rea Institute of Animal Technology,CO,3,0.5275080906,0.3827,28043.0,39506.0,20372.0,0.5588235294,139.0,2,0
University of Colorado Denver/Anschutz Medical Campus,CO,1,0.6557231588,0.2616,24902.0,64270.0,20500.0,0.7015818726,10519.0,3,0
University of Colorado Colorado Springs,CO,1,0.7045604759,0.2729,24595.0,54659.0,20000.0,0.7552581262,8697.0,3,0
Spartan College of Aeronautics and Technology,CO,3,0.4477172312,0.1215,37719.0,59093.0,19188.0,0.5118343195,397.0,2,0
University of Colorado Boulder,CO,1,0.777980694,0.1449,37684.0,69738.0,19500.0,0.8236345074,31939.0,3,0
Colorado Christian University,CO,2,0.6878172589,0.3747,54242.0,50416.0,28312.0,0.7068965517,5549.0,3,0
Colorado College,CO,2,0.8701298701,0.1445,86921.0,65222.0,18257.0,0.9074889868,2014.0,3,0
Concorde Career College-Aurora,CO,3,0.411908646,0.6008,,42456.0,9500.0,0.462211615,256.0,1,0
Colorado Mountain College,CO,1,0.6490066225,0.1234,14799.0,44127.0,9000.0,0.6676923077,2816.0,1,0
Colorado Northwestern Community College,CO,1,0.6774193548,0.1441,20923.0,43526.0,12000.0,0.6829268293,504.0,2,0
Colorado School of Mines,CO,1,0.9502890173,0.1357,40560.0,97335.0,23000.0,0.9585730725,6155.0,3,0
Colorado School of Trades,CO,3,0.5416666667,0.2778,,51591.0,20000.0,0.5625,85.0,2,0
Colorado State University-Fort Collins,CO,1,0.7344970142,0.2109,31642.0,60543.0,20000.0,0.7872866128,25538.0,3,0
Colorado Technical University-Colorado Springs,CO,3,0.3242386505,0.616,23744.0,37180.0,29832.0,0.4145717464,28086.0,3,1
Community College of Aurora,CO,1,0.4341085271,0.1608,17275.0,44592.0,10500.0,0.501216545,3250.0,2,0
Technical College of the Rockies,CO,1,0.5094339623,0.2402,,45516.0,4750.0,0.5454545455,165.0,1,0
Community College of Denver,CO,1,0.3956442831,0.3072,19550.0,39095.0,12495.0,0.4750430293,5096.0,1,1
Lincoln College of Technology-Denver,CO,3,0.4795890031,0.4662,,46396.0,11730.0,0.4979276043,1212.0,1,0
University of Denver,CO,2,0.7422907489,0.1425,78476.0,71155.0,21844.0,0.7880724175,6025.0,3,0
Fort Lewis College,CO,1,0.6509863429,0.3492,27030.0,46349.0,18389.0,0.6808199122,3079.0,3,0
Front Range Community College,CO,1,0.495972382,0.1712,21526.0,45910.0,12251.0,0.5548281506,11476.0,1,0
International Salon and Spa Academy,CO,3,0.3989637306,0.5397,,22332.0,6333.0,0.4336734694,248.0,1,1
Lamar Community College,CO,1,0.4565217391,0.2911,20044.0,38719.0,8750.0,0.5319148936,400.0,2,0
Colorado Mesa University,CO,1,0.6531141869,0.2809,24046.0,45823.0,22000.0,0.7127211457,8143.0,3,0
Metropolitan State University of Denver,CO,1,0.5760771317,0.3551,24622.0,52093.0,21500.0,0.6572014052,15002.0,3,0
Morgan Community College,CO,1,0.5087719298,0.1853,17497.0,39429.0,8501.0,0.5367231638,634.0,1,0
Naropa University,CO,2,0.6279069767,0.5136,53397.0,28720.0,24712.0,0.6769230769,339.0,3,0
Nazarene Bible College,CO,2,0.3917525773,0.149,,41450.0,34787.0,0.3958333333,284.0,3,1
Northeastern Junior College,CO,1,0.599137931,0.225,21558.0,39893.0,9376.0,0.6652892562,786.0,1,0
University of Northern Colorado,CO,1,0.674863388,0.2618,29254.0,52231.0,20470.0,0.7287234043,5598.0,3,0
Otero College,CO,1,0.4239130435,0.3817,21020.0,39018.0,10250.0,0.5079365079,619.0,1,0
Pikes Peak State College,CO,1,0.4840764331,0.298,18473.0,40796.0,9000.0,0.54816286,9595.0,1,0
Pueblo Community College,CO,1,0.4577777778,0.2823,22002.0,37434.0,10000.0,0.5264864865,3619.0,1,0
Red Rocks Community College,CO,1,0.5128534704,0.1726,18143.0,46288.0,9500.0,0.5799256506,4889.0,1,0
Regis University,CO,2,0.7245508982,0.3183,54800.0,72105.0,25000.0,0.7832369942,2627.0,3,0
Rocky Mountain College of Art and Design,CO,3,0.5927835052,0.4836,37505.0,42958.0,31000.0,0.6443298969,2050.0,3,0
Colorado State University Pueblo,CO,1,0.6276112625,0.2857,23937.0,55563.0,21500.0,0.6843971631,3042.0,3,0
Intellitec College-Colorado Springs,CO,3,0.2370572207,0.5947,,42169.0,11667.0,0.2759562842,679.0,1,1
Intellitec College-Grand Junction,CO,3,0.2929447853,0.6364,,31541.0,10769.0,0.339908953,1077.0,1,1
Trinidad State College,CO,1,0.5302491103,0.4535,21458.0,36475.0,8908.0,0.5684210526,1188.0,1,0
Empire Beauty School-Thornton,CO,3,0.310782241,0.5862,,24397.0,10667.0,0.3251028807,149.0,1,1
Western Colorado University,CO,1,0.6819484241,0.1202,25736.0,46833.0,20250.0,0.7353760446,1586.0,3,0
Albertus Magnus College,CT,2,0.4253112033,0.5056,59407.0,60144.0,30964.0,0.524291498,991.0,3,0
University of Bridgeport,CT,2,0.5313092979,0.5348,52957.0,50323.0,25750.0,0.62,1534.0,3,0
Central Connecticut State University,CT,1,0.6921787709,0.3836,24870.0,58562.0,22300.0,0.7271259419,7822.0,3,0
Charter Oak State College,CT,1,0.5352941176,0.4403,23210.0,64209.0,18683.0,0.593220339,1821.0,3,0
Cortiva Institute,CT,3,0.645994832,0.5718,,34866.0,11259.0,0.6333333333,209.0,1,0
Connecticut College,CT,2,0.9230769231,0.1419,84623.0,75001.0,23500.0,0.9504643963,1937.0,3,0
Porter & Chester Institute of Hamden,CT,3,0.345,0.7027,26042.0,42914.0,12350.0,0.391198044,402.0,1,1
University of Connecticut,CT,1,0.8146619497,0.2538,39426.0,73997.0,21500.0,0.8497723824,19835.0,3,0
Goodwin University,CT,2,0.4259259259,0.5441,39589.0,43596.0,33500.0,0.5068119891,2693.0,2,0
Lincoln Technical Institute-East Windsor,CT,3,0.396273737,0.5384,,38683.0,11250.0,0.4479427549,1008.0,1,1
Eastern Connecticut State University,CT,1,0.7533333333,0.2868,31983.0,56469.0,24250.0,0.7952924394,3418.0,3,0
Fairfield University,CT,2,0.8491620112,0.0692,76074.0,88794.0,26000.0,0.8583783784,5373.0,3,0
Connecticut State Community College,CT,1,0.5857142857,0.4544,18370.0,41344.0,9200.0,0.6206896552,33645.0,2,0
American Institute-West Hartford,CT,3,0.2618083671,0.6656,,28710.0,11979.0,0.30171278,402.0,1,1
University of Hartford,CT,2,0.7397151899,0.3304,64729.0,60823.0,27000.0,0.7747886241,4146.0,3,0
Mitchell College,CT,2,0.6008064516,0.3828,55621.0,39115.0,25150.0,0.6964980545,377.0,3,0
Lincoln Technical Institute-New Britain,CT,3,0.396273737,0.6609,,38683.0,11250.0,0.4479427549,928.0,1,1
New England Tractor Trailer Training School of Connecticut,CT,3,0.4103489771,0.4513,,44444.0,6333.0,0.4314903846,289.0,1,0
University of New Haven,CT,2,0.7256711409,0.3244,66962.0,60126.0,27000.0,0.7858306189,4841.0,3,0
Porter & Chester Institute,CT,3,0.4036775106,0.5663,25892.0,41588.0,12000.0,0.4371492705,1373.0,1,1
Post University,CT,3,0.4885993485,0.7837,28897.0,38696.0,30157.0,0.5527950311,13603.0,3,0
Quinnipiac University,CT,2,0.854676259,0.1617,72215.0,83759.0,26000.0,0.8792134831,6531.0,3,0
Sacred Heart University,CT,2,0.7926136364,0.158,69289.0,75059.0,25000.0,0.8198362147,7087.0,3,0
University of Saint Joseph,CT,2,0.6711864407,0.3265,59900.0,59908.0,27000.0,0.6878980892,838.0,3,0
Southern Connecticut State University,CT,1,0.6946745562,0.4083,29673.0,55043.0,22250.0,0.7456776352,6295.0,3,0
Trinity College,CT,2,0.8173652695,0.1377,87840.0,90779.0,23000.0,0.8495575221,2146.0,3,0
Wesleyan University,CT,2,0.9043824701,0.1419,89020.0,73897.0,17000.0,0.905511811,3067.0,3,0
Western Connecticut State University,CT,1,0.7087653157,0.3515,24877.0,59115.0,24147.0,0.7649769585,3511.0,3,0
Yale University,CT,2,0.9005681818,0.2039,88300.0,100533.0,12975.0,0.9106628242,6758.0,3,0
Dawn Career Institute LLC,DE,3,0.2146263911,0.6634,,30429.0,9500.0,0.2531446541,355.0,1,1
Delaware Technical Community College-Terry,DE,1,0.6736842105,0.3829,17232.0,41448.0,10500.0,0.7096774194,10867.0,2,0
Delaware State University,DE,1,0.3548951049,0.4853,27939.0,49307.0,26000.0,0.4505672609,4398.0,3,1
University of Delaware,DE,1,0.8298279159,0.1612,30952.0,72950.0,24572.0,0.8532086256,19071.0,3,0
Goldey-Beacom College,DE,2,0.5668789809,0.3789,26502.0,59892.0,18900.0,0.6280487805,691.0,3,0
Schilling-Douglas School of Hair Design,DE,3,0.275,0.4441,,27420.0,9833.0,0.3048780488,152.0,1,1
Wilmington University,DE,2,0.5228531856,0.2613,19644.0,53844.0,20000.0,0.5750652742,7906.0,3,0
American University,DC,2,0.8202859088,0.1388,76058.0,77370.0,22750.0,0.8618376928,7266.0,3,0
The Catholic University of America,DC,2,0.8002257336,0.2032,75481.0,73250.0,26000.0,0.8329646018,3154.0,3,0
University of the District of Columbia,DC,1,0.387254902,0.3579,20437.0,44236.0,24872.0,0.4728132388,3351.0,2,1
Gallaudet University,DC,2,0.6129032258,0.5789,40374.0,43101.0,18000.0,0.7173913043,812.0,3,0
George Washington University,DC,2,0.8389333333,0.1582,83856.0,90873.0,20449.0,0.8700623701,11182.0,3,0
Georgetown University,DC,2,0.9028749029,0.1012,88741.0,103494.0,15500.0,0.9244851259,7569.0,3,0
Howard University,DC,2,0.4060721063,0.4,54630.0,63066.0,24500.0,0.4478234943,10108.0,3,0
Strayer University-District of Columbia,DC,3,0.3378640777,0.7387,,40092.0,40621.0,0.4244974287,156.0,3,1
Trinity Washington University,DC,2,0.3966480447,0.5449,33903.0,53804.0,28250.0,0.4689119171,1414.0,3,1
Baptist University of Florida,FL,2,0.6697247706,0.3988,23159.0,42836.0,23590.0,0.7280701754,360.0,3,0
Barry University,FL,2,0.4164609053,0.3908,50778.0,55966.0,26997.0,0.5111287758,2212.0,3,0
Bethune-Cookman University,FL,2,0.2042253521,0.783,29764.0,38518.0,31000.0,0.3215859031,2732.0,3,1
Lynn University,FL,2,0.525862069,0.2341,67880.0,49006.0,17940.0,0.6234309623,2859.0,3,0
Eastern Florida State College,FL,1,0.4436619718,0.2949,11966.0,37195.0,12250.0,0.4696645253,10490.0,2,0
Broward College,FL,1,0.4753914989,0.4015,21947.0,41939.0,7500.0,0.5420753743,24922.0,2,0
Albizu University-Miami,FL,2,0.4455445545,0.6637,28344.0,41544.0,5500.0,0.5065502183,287.0,3,0
College of Central Florida,FL,1,0.4153645833,0.4054,18424.0,38203.0,13000.0,0.46,5033.0,1,0
University of Central Florida,FL,1,0.6107139453,0.3234,23133.0,58308.0,18190.0,0.6712204007,59146.0,3,0
Chipola College,FL,1,0.5777777778,0.2676,9262.0,37378.0,,0.59375,1312.0,2,0
Daytona State College,FL,1,0.4391703231,0.3454,12050.0,37096.0,8250.0,0.5003717472,10176.0,2,0
South University-West Palm Beach,FL,3,0.3869922751,0.5951,29798.0,34421.0,26123.0,0.4526239067,251.0,3,1
Eckerd College,FL,2,0.5568181818,0.2085,68944.0,51819.0,27000.0,0.6627906977,1888.0,3,0
Florida SouthWestern State College,FL,1,0.5302911094,0.347,14254.0,43421.0,8000.0,0.6134515891,11052.0,2,0
Edward Waters University,FL,2,0.093220339,0.7545,26617.0,34782.0,,0.2644628099,1087.0,3,1
Embry-Riddle Aeronautical University-Daytona Beach,FL,2,0.7096969697,0.1478,64632.0,84131.0,23666.0,0.7685950413,7860.0,3,0
Florida Agricultural and Mechanical University,FL,1,0.3728652751,0.5431,23970.0,44349.0,23548.0,0.4948314607,7582.0,3,1
Florida Atlantic University,FL,1,0.5762959358,0.3392,21522.0,56746.0,17236.0,0.6378722437,23757.0,3,0
Florida State College at Jacksonville,FL,1,0.4508495146,0.3685,9323.0,42244.0,13562.0,0.519058296,19648.0,2,0
Flagler College,FL,2,0.6023622047,0.2907,45744.0,49483.0,24250.0,0.6449760766,2391.0,3,0
Florida College,FL,2,0.8484848485,0.2314,34870.0,43445.0,12000.0,0.8640776699,588.0,3,0
Concorde Career Institute-Jacksonville,FL,3,0.2645875252,0.739,,34098.0,9500.0,0.3125,225.0,1,1
Concorde Career Institute-Miramar,FL,3,0.2604340568,0.7231,,35442.0,9933.0,0.3090909091,108.0,1,1
Concorde Career Institute-Tampa,FL,3,0.3176691729,0.6461,,36288.0,9500.0,0.3814814815,158.0,1,1
AdventHealth University,FL,2,0.6235679214,0.3677,38408.0,72282.0,24590.0,0.6790697674,1361.0,3,0
Florida Institute of Technology,FL,2,0.8,0.2111,62440.0,43137.0,27000.0,0.831838565,3404.0,3,0
Florida International University,FL,1,0.5723589001,0.4137,21462.0,60249.0,16500.0,0.6264068537,39508.0,3,0
The College of the Florida Keys,FL,1,0.472972973,0.2775,19667.0,42508.0,9500.0,0.5679012346,1012.0,2,0
Florida Memorial University,FL,2,0.1646090535,0.6913,35809.0,36624.0,30063.0,0.26953125,1183.0,3,1
Florida Southern College,FL,2,0.6633663366,0.281,60768.0,55294.0,25000.0,0.7193973635,2656.0,3,0
Florida State University,FL,1,0.6280214213,0.2297,25720.0,61675.0,18000.0,0.6899021904,32212.0,3,0
University of Florida,FL,1,0.6871230933,0.2166,22523.0,71588.0,15000.0,0.7285548366,35629.0,3,0
Full Sail University,FL,3,0.3972395946,0.3383,47530.0,38219.0,27000.0,0.4471544715,25777.0,3,1
Gulf Coast State College,FL,1,0.5213270142,0.2835,14657.0,38359.0,7147.0,0.5753424658,3934.0,2,0
Hillsborough Community College,FL,1,0.4625158831,0.4203,9924.0,40782.0,9762.0,0.5337915235,21472.0,2,0
Hollywood Institute of Beauty Careers,FL,3,0.2698412698,0.5451,,21386.0,6199.0,0.3152866242,218.0,1,1
Cortiva Institute,FL,3,0.4232804233,0.4795,,29204.0,7521.0,0.4559585492,95.0,1,0
Indian River State College,FL,1,0.5352112676,0.3438,11576.0,38315.0,8023.0,0.5838926174,11822.0,2,0
International Academy,FL,3,0.2645502646,0.5918,,19824.0,7917.0,0.2984293194,186.0,1,1
Jacksonville University,FL,2,0.5863402062,0.3073,63969.0,68010.0,22000.0,0.646772229,2930.0,3,0
Keiser University-Ft Lauderdale,FL,2,0.2981708845,0.5732,43251.0,39696.0,26125.0,0.3805126959,17678.0,2,1
La Belle Beauty School,FL,3,0.6716981132,0.399,,16879.0,7807.0,0.6779026217,63.0,1,0
Florida Gateway College,FL,1,0.5968992248,0.3983,14388.0,37894.0,6992.0,0.6641221374,2301.0,1,0
Lake-Sumter State College,FL,1,0.5365853659,0.2992,12626.0,39876.0,6750.0,0.5777777778,4177.0,2,0
Loraines Academy & Spa,FL,3,0.3511450382,0.552,,18342.0,6333.0,0.3740458015,30.0,1,1
Luther Rice College & Seminary,GA,2,0.359375,0.5,31680.0,47003.0,34153.0,0.3880597015,165.0,3,1
State College of Florida-Manatee-Sarasota,FL,1,0.4837799718,0.3298,28709.0,40318.0,9000.0,0.5298602287,7379.0,2,0
Miami Dade College,FL,1,0.4506641366,0.4974,13567.0,40654.0,9252.0,0.5149317406,46182.0,1,0
University of Miami,FL,2,0.7265957447,0.1486,86078.0,75328.0,17500.0,0.7904956566,12913.0,3,0
Paul Mitchell the School-Jacksonville,FL,3,0.4565217391,0.4012,,34949.0,13000.0,0.4556574924,118.0,1,0
University of North Florida,FL,1,0.6371558034,0.3075,20983.0,56343.0,15531.0,0.7002012072,13359.0,3,0
Nova Southeastern University,FL,2,0.5289017341,0.3581,56692.0,59209.0,24250.0,0.6151724138,7240.0,3,0
Northwest Florida State College,FL,1,0.5641891892,0.211,12914.0,39664.0,7932.0,0.6437908497,3010.0,2,0
Palm Beach Atlantic University,FL,2,0.6624605678,0.2296,53827.0,49232.0,22500.0,0.7108433735,2603.0,3,0
